1
534434b03a17256d38ea82591fee8f2b
False,0
True,150
50,55
-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,6,6,6,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,6,6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1
7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1
7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,4,4,4,5,5,5,6,6,6,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,4,3,1,3,4,5,5,6,6,6,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,3,0,0,1,4,5,5,6,6,6,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,4,3,0,0,0,1,2,5,5,6,6,6,-1,-1,-1,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,3,3,3,2,2,2,3,5,5,6,6,6,-1,-1,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,4,4,4,4,5,5,5,6,6,6,-1,-1,7,7,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,7,-1
7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,-1,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,7
7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,-1,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6
-1,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,7,7,-1,-1,7,7,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,5,5,5,5,6,6,6
-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,-1,-1,7,7,7,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,4,4,5,5,5,6,6
-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,-1,-1,-1,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,4,4,4,3,2,4,5,5,6,6
-1,-1,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,1,1,1,4,5,6,6
-1,-1,-1,7,7,7,7,7,7,7,7,7,6,7,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,1,0,1,4,5,6,6
-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,6,6,6,5,5,5,4,4,4,4,1,0,1,3,5,6,6
-1,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,2,1,1,4,5,6,6
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,4,4,5,6,6,6
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,6,6,7,7,7,7,7,7,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,7,7,7,7,7,7,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
