1
b75cd0e506ca11fb2d4f33a60a6c0fbc
True,300
True,450
75,105
-1,-1,2,0,12,3,-1,1,0,1,0,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,0,11,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,2,2,2,2,2,2,2,2,2,2,2,0,11,2,-1,-1,-1,-1,-1,-1,-1,-1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,5,5,5,5,5,5,5,5,5,5,5,7,7,7,6,2,2,2,2,7,7,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,2,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,0,2,0,2,2,2,2,2,2,2,2,2,7,7,5,3,4,4,4,4,4,4,4,4,4,4,4,4,7,2,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,6,2,2,2,2,2,2,2,2,0,2,2,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,0,3,0,1,-1,-1,3,0,1,7,7,7,5,3,3,4,5,5,4,4,4,4,4,4,7,2,2,2,2,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,1,0,11,-1,-1,1,0,11,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,3,3,5,5,4,4,4,4,4,7,7,-1,-1,7,7,5,5,5,5,5,5,5,5,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,5,3,5,5,4,4,4,4,7,-1,-1,-1,7,7,5,5,5,5,5,4,5,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,5,3,4,5,4,4,4,7,-1,-1,-1,-1,7,5,5,5,5,5,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,3,4,5,4,4,4,7,7,-1,-1,-1,7,6,5,5,5,5,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
