1
fb1535fcf1ef490c679ff2cf696127ca
True,150
True,250
40,100
-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,22,22,22,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,7,6,6,-1,-1,-1,6,6,6,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,7,4,6,6,-1,-1,-1,6,6,6,4,9,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,6,6,4,4,6,6,-1,-1,-1,6,6,6,4,4,6,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,4,4,6,6,-1,-1,-1,6,6,6,4,4,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,4,4,6,6,-1,-1,-1,6,6,6,4,4,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,4,4,6,6,-1,-1,-1,6,6,6,4,4,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,4,4,6,6,-1,-1,-1,6,6,6,4,4,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
