1
2513a8c35a49c20dc7c6f19ab1d8ad37
True,200
True,300
80,78
13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,-1,-1,-1,-1,-1,-1,-1,-1
13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,13,-1,-1,-1,-1,-1,-1,-1
13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,13,14,-1,-1,-1,-1,-1,-1
13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,13,13,14,-1,-1,-1,-1,-1,-1
13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,-1,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,14,-1,-1,-1,14,13,13,13,13,15,-1,-1,-1,-1,-1,-1
16,16,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,16,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,-1,-1,-1,-1,13,13,13,14,15,-1,-1,-1,-1,-1,-1
-1,16,16,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,-1,-1,-1,-1,-1,13,13,13,14,-1,-1,-1,-1,-1,-1
-1,-1,18,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,14,-1,-1,-1,-1,-1,13,12,13,13,14,-1,-1,-1,-1,-1
-1,-1,-1,13,13,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,16,13,13,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,14,-1,-1,-1,-1,-1,13,12,13,13,14,-1,-1,-1,-1,-1
-1,-1,-1,16,13,13,13,13,13,13,13,-1,-1,-1,-1,-1,-1,16,13,13,13,18,16,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,12,12,12,13,16,16,14,13,12,12,12,12,12,12,6,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,18,-1,-1,-1,-1,-1,13,12,13,13,14,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,16,13,13,13,13,13,13,-1,-1,-1,-1,-1,16,13,13,13,-1,16,16,16,13,13,13,13,13,13,7,7,12,12,13,13,12,13,17,17,17,14,13,13,12,12,12,12,12,12,6,6,6,8,8,8,-1,-1,-1,-1,-1,-1,13,18,-1,-1,-1,-1,13,13,13,13,14,14,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,16,16,16,16,13,13,13,13,-1,-1,-1,16,16,13,13,-1,-1,-1,18,18,16,16,14,14,13,13,12,12,13,13,14,14,12,14,17,17,17,14,13,13,12,12,12,12,12,12,12,5,5,5,5,6,6,6,13,13,13,13,13,18,-1,-1,-1,-1,13,13,13,13,14,15,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,16,16,16,16,16,13,13,13,-1,-1,16,16,13,13,-1,-1,-1,-1,-1,-1,18,16,13,16,14,13,12,5,13,14,14,12,14,17,17,17,14,13,14,13,12,12,12,12,12,12,5,12,12,13,13,13,13,13,13,13,14,14,15,-1,-1,-1,-1,13,13,13,13,14,15,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,13,13,13,-1,18,16,13,13,-1,-1,-1,-1,-1,12,13,5,5,5,5,5,12,12,12,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,5,12,13,14,14,14,14,15,15,15,15,15,16,-1,-1,-1,-1,-1,14,13,13,14,18,15,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,13,13,13,16,16,13,13,13,13,13,13,13,12,12,12,12,12,12,5,5,5,5,14,14,13,12,14,16,17,14,14,13,13,12,12,12,12,12,5,5,5,5,12,12,12,12,12,12,12,12,13,12,12,12,12,12,14,13,13,14,18,15,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,14,14,14,13,17,17,17,16,14,13,13,13,13,12,12,12,5,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,13,15,18,15,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,13,13,13,14,14,14,12,16,17,16,14,14,14,13,13,13,13,12,12,5,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,15,18,18,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,13,12,13,14,14,13,13,13,13,12,12,12,5,5,14,14,14,16,16,15,1,15,15,15,15,15,15,15,15,15,15,15,14,14,15,18,18,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,18,16,16,16,16,16,16,16,16,16,14,14,14,14,13,13,13,12,12,12,14,16,14,12,14,17,16,16,14,13,12,13,13,12,5,5,5,12,13,13,13,13,13,13,13,13,13,5,5,18,18,18,-1,-1,14,14,15,18,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,18,18,18,18,18,16,16,16,16,16,16,16,14,14,14,13,12,12,14,16,16,14,12,14,16,16,14,13,13,13,13,12,5,12,12,12,13,13,13,13,13,13,12,12,12,5,5,12,13,13,13,13,13,14,15,18,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,5,12,13,18,1,1,1,16,16,16,16,13,13,13,14,16,16,16,14,13,13,13,13,14,13,13,13,12,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,14,15,18,18,-1,-1,-1,-1,-1
